house,total_area,built_area,bedrooms,bathrooms,zone_east,zone_north,zone_northeast,zone_rural east,zone_rural west,zone_south,zone_southeast,zone_west
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,170.0,170.0,3,3,0,0,1,0,0,0,0,0
1,180.0,145.0,5,1,0,0,0,0,0,0,1,0
1,463.0,150.0,4,4,0,0,0,0,0,0,0,1
0,42.0,42.0,1,1,0,0,0,0,0,0,0,0
1,120.0,140.0,4,2,0,0,0,0,0,0,0,0
1,400.0,280.0,3,4,1,0,0,0,0,0,0,0
0,200.0,200.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
1,11800.0,56.0,3,1,0,0,0,0,1,0,0,0
1,5000.0,250.0,4,3,0,0,0,1,0,0,0,0
1,144.0,240.0,5,3,0,0,0,0,0,1,0,0
1,380.0,170.0,3,3,0,0,0,0,0,0,0,0
0,64.0,64.0,3,4,0,0,0,1,0,0,0,0
0,37.51,37.51,1,1,0,0,0,0,0,0,0,0
1,5000.0,300.0,7,5,0,0,0,0,1,0,0,0
1,74.0,41.0,2,1,0,0,0,1,0,0,0,0
0,54.0,54.0,2,2,1,0,0,0,0,0,0,0
1,115.0,69.0,3,2,0,0,0,0,0,1,0,0
1,264.0,125.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,140.0,90.0,4,2,0,0,0,0,0,0,0,1
0,59.0,59.0,2,2,0,1,0,0,0,0,0,0
1,125.0,90.0,5,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,1,0,0,0,0,0,1,0,0
1,600.0,160.0,6,3,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,108.0,108.0,3,3,0,0,1,0,0,0,0,0
0,74.0,74.0,3,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,5000.0,443.0,3,2,0,0,0,0,1,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,933.0,408.0,3,6,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,71.0,71.0,3,2,1,0,0,0,0,0,0,0
0,125.22,125.22,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,240.0,184.0,4,3,1,0,0,0,0,0,0,0
0,41.0,41.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,530.0,253.0,8,3,0,0,0,0,0,1,0,0
0,64.0,64.0,3,3,0,0,0,0,0,0,0,0
0,87.0,87.0,2,2,0,0,1,0,0,0,0,0
0,57.0,57.0,3,1,0,0,0,0,0,0,0,1
1,280.0,150.0,4,2,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,5500.0,121.0,3,2,0,0,0,0,1,0,0,0
0,39.0,39.0,1,1,0,0,0,0,0,0,0,0
1,639.0,200.0,5,3,0,0,0,1,0,0,0,0
1,273.0,110.0,3,3,0,0,1,0,0,0,0,0
1,90.0,50.0,3,2,0,0,0,0,0,0,0,1
0,78.69,78.69,2,2,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,1,0,0,0,0,0,0
1,5000.0,256.0,5,3,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
1,10080.0,443.0,3,3,0,0,0,0,1,0,0,0
1,950.0,230.0,5,3,0,0,0,1,0,0,0,0
1,530.0,236.0,4,4,0,0,1,0,0,0,0,0
0,29.35,29.35,1,1,1,0,0,0,0,0,0,0
1,140.0,170.0,3,4,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,304.0,156.0,3,1,0,0,0,0,0,0,0,1
1,450.0,150.0,3,3,0,0,0,1,0,0,0,0
1,400.0,120.0,4,2,0,0,0,0,0,1,0,0
0,43.0,43.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,130.0,92.0,4,2,0,0,0,0,0,0,0,1
1,300.0,122.0,4,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,1
0,79.0,79.0,3,2,0,0,0,0,0,1,0,0
0,82.0,82.0,3,2,0,0,0,0,0,0,0,0
0,38.0,38.0,1,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,137.0,80.0,4,2,0,0,0,0,0,0,1,0
1,157.0,87.0,3,2,0,0,0,0,0,0,1,0
1,730.0,166.0,4,3,0,0,0,0,0,0,0,0
1,5400.0,150.0,4,3,0,0,0,1,0,0,0,0
1,180.0,90.0,3,1,0,0,0,0,0,1,0,0
1,380.0,200.0,4,4,0,0,0,1,0,0,0,0
0,64.0,64.0,4,3,0,0,1,0,0,0,0,0
0,117.0,117.0,4,3,0,0,1,0,0,0,0,0
1,100.0,39.0,2,1,0,0,0,0,0,1,0,0
0,25.0,25.0,3,2,0,0,1,0,0,0,0,0
0,118.4,118.4,4,3,0,0,0,1,0,0,0,0
0,170.0,170.0,3,2,0,0,1,0,0,0,0,0
1,350.0,140.0,5,4,0,0,0,0,0,0,0,0
1,15500.0,415.0,5,4,0,0,0,0,1,0,0,0
0,47.6,47.6,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,5000.0,490.0,5,5,0,0,0,0,0,1,0,0
1,49000.0,60.0,1,1,0,0,0,0,1,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
0,40.0,40.0,2,1,0,0,0,0,0,0,0,0
0,50.0,50.0,2,1,1,0,0,0,0,0,0,0
0,50.0,50.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,48.0,48.0,3,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
1,5000.0,150.0,2,2,0,0,0,0,1,0,0,0
0,48.74,48.74,2,1,0,0,0,0,0,0,0,1
0,87.0,87.0,3,1,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,100.0,100.0,3,3,0,0,1,0,0,0,0,0
1,250.0,285.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,67.0,67.0,3,1,0,0,0,0,0,0,1,0
0,68.76,68.76,2,2,1,0,0,0,0,0,0,0
1,250.0,190.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,58.0,58.0,2,2,0,0,0,0,0,0,1,0
1,600.0,196.0,5,5,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
0,52.0,52.0,3,1,0,0,0,0,0,0,1,0
1,975.0,468.0,6,5,0,0,0,1,0,0,0,0
1,150.0,100.0,3,2,0,0,0,0,0,0,1,0
1,5700.0,270.0,4,5,0,0,0,0,1,0,0,0
1,351.0,220.0,4,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,4,0,0,1,0,0,0,0,0
1,264.0,89.0,3,1,0,0,0,0,0,0,0,1
1,270.0,127.0,4,3,1,0,0,0,0,0,0,0
1,500.0,230.0,5,4,1,0,0,0,0,0,0,0
0,64.0,64.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,150.0,140.0,4,3,0,0,0,0,0,0,0,1
1,120.0,90.0,4,2,0,0,0,0,0,0,1,0
1,298.0,140.0,3,3,1,0,0,0,0,0,0,0
0,72.0,72.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,1,0,0,0,0,0
1,151.0,93.0,4,2,0,1,0,0,0,0,0,0
1,328.0,120.0,4,2,0,0,0,0,0,0,1,0
0,25.0,25.0,3,2,0,0,1,0,0,0,0,0
0,62.0,62.0,2,2,1,0,0,0,0,0,0,0
1,1023.0,396.0,4,3,0,0,1,0,0,0,0,0
0,90.0,90.0,3,2,1,0,0,0,0,0,0,0
1,130.0,74.0,3,2,0,0,0,0,0,0,0,1
0,100.0,100.0,2,2,0,0,1,0,0,0,0,0
1,330.0,160.0,4,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
1,360.0,318.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,70.0,70.0,3,2,0,0,0,0,0,0,1,0
1,100.0,35.0,2,1,0,0,0,0,0,1,0,0
0,125.22,125.22,2,3,0,0,1,0,0,0,0,0
0,50.0,50.0,1,1,1,0,0,0,0,0,0,0
1,265.0,635.0,11,4,0,0,0,0,0,0,0,0
0,99.0,99.0,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,32.0,32.0,1,1,0,0,0,0,0,0,0,0
1,131.0,123.0,5,3,0,0,0,0,0,0,1,0
0,80.0,80.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,1,0,0,0,0
0,70.0,70.0,2,2,0,0,1,0,0,0,0,0
1,345.0,170.0,5,3,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,124.0,124.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,130.0,120.0,3,1,0,0,0,0,0,1,0,0
0,34.0,34.0,1,1,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,37.0,37.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,1,0
0,147.0,147.0,3,3,1,0,0,0,0,0,0,0
1,450.0,140.0,2,1,0,0,0,0,1,0,0,0
0,51.39,51.39,1,1,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
1,218.0,70.0,3,1,0,0,0,0,0,0,0,1
1,1122.0,120.0,3,1,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,42.0,42.0,2,1,0,0,0,0,1,0,0,0
1,233.0,123.0,3,3,0,0,0,0,1,0,0,0
0,65.0,65.0,3,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,160.0,160.0,4,3,0,0,0,1,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,1
0,31.0,31.0,1,1,0,0,0,0,0,0,0,0
1,130.0,76.0,3,1,0,0,0,0,0,0,1,0
1,370.0,200.0,4,4,0,1,0,0,0,0,0,0
0,78.0,78.0,3,2,0,0,0,0,0,0,0,1
1,706.0,194.0,5,4,0,0,0,1,0,0,0,0
1,158.0,121.0,4,3,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,276.0,170.0,4,4,0,0,1,0,0,0,0,0
1,206.0,168.0,6,4,0,0,1,0,0,0,0,0
1,280.0,150.0,4,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,46.0,46.0,2,1,0,0,0,0,0,0,0,0
0,45.0,45.0,2,2,0,0,0,0,0,0,0,0
1,162.0,124.0,4,3,0,0,0,0,0,0,1,0
0,91.81,91.81,2,2,0,0,1,0,0,0,0,0
0,102.59,102.59,3,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,1,0,0,0,0,0,0,0
1,1090.0,376.0,4,4,0,0,0,1,0,0,0,0
0,28.0,28.0,1,1,0,0,0,0,0,0,0,0
0,60.0,60.0,2,2,0,1,0,0,0,0,0,0
0,93.0,93.0,2,2,0,0,1,0,0,0,0,0
1,5000.0,150.0,4,3,0,0,0,0,1,0,0,0
1,300.0,350.0,4,3,0,0,0,0,1,0,0,0
0,58.0,58.0,2,2,0,1,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,3,0,0,0,0,0,0,0,0
1,300.0,140.0,4,3,0,0,0,0,0,1,0,0
0,32.0,32.0,1,1,0,1,0,0,0,0,0,0
1,178.0,113.0,4,2,1,0,0,0,0,0,0,0
0,64.0,64.0,4,3,0,0,1,0,0,0,0,0
0,159.0,159.0,4,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,269.0,151.0,3,3,0,0,0,1,0,0,0,0
1,650.0,200.0,3,2,1,0,0,0,0,0,0,0
1,148.0,44.0,3,1,0,0,0,0,0,0,1,0
1,5000.0,650.0,5,4,0,0,0,0,1,0,0,0
1,1580.0,140.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
1,287.0,73.0,4,2,0,0,0,0,0,0,0,1
1,430.0,160.0,5,3,0,0,1,0,0,0,0,0
1,577.0,250.0,5,3,0,0,1,0,0,0,0,0
0,75.0,75.0,2,2,0,0,1,0,0,0,0,0
0,83.0,83.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,162.0,100.0,4,2,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,51.0,51.0,2,1,0,0,0,0,0,0,0,1
0,355.0,355.0,5,6,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,56.0,56.0,2,2,0,1,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,500.0,120.0,3,2,0,0,0,0,0,0,1,0
0,80.0,80.0,2,2,1,0,0,0,0,0,0,0
1,513.0,136.0,4,1,0,0,0,0,1,0,0,0
1,160.0,99.0,3,2,0,0,0,0,0,1,0,0
0,26.95,26.95,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,49.0,49.0,2,2,0,0,0,0,0,0,0,0
1,120.0,98.0,3,3,0,0,0,0,0,0,1,0
1,110.0,80.0,4,2,0,0,0,0,0,0,1,0
1,450.0,140.0,5,3,0,0,1,0,0,0,0,0
1,5000.0,260.0,6,5,0,0,0,1,0,0,0,0
1,220.0,130.0,4,3,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
1,5000.0,220.0,4,4,0,0,0,0,1,0,0,0
1,161.0,93.0,3,3,0,0,0,0,0,0,0,1
0,111.75,111.75,3,3,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,1216.0,363.0,4,4,0,0,0,1,0,0,0,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,79.0,79.0,3,2,1,0,0,0,0,0,0,0
1,479.0,154.0,5,3,0,0,0,1,0,0,0,0
1,90.0,50.0,3,2,0,0,0,0,0,0,0,1
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,30.0,30.0,1,1,0,0,0,0,0,0,0,0
1,220.0,117.0,3,3,0,0,0,0,1,0,0,0
0,36.32,36.32,1,1,0,1,0,0,0,0,0,0
1,492.0,212.0,5,4,0,0,0,1,0,0,0,0
1,5600.0,260.0,6,3,0,0,0,0,1,0,0,0
0,118.4,118.4,4,3,0,0,0,1,0,0,0,0
1,200.0,110.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,180.0,90.0,4,1,0,0,0,0,0,0,0,1
0,64.0,64.0,3,1,0,0,0,0,0,0,1,0
1,350.0,140.0,4,3,0,0,0,1,0,0,0,0
1,350.0,89.0,4,2,0,0,0,0,0,0,0,0
0,40.0,40.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
0,33.0,33.0,1,1,0,0,0,0,0,0,0,1
1,356.0,108.0,4,3,0,0,0,0,0,0,1,0
0,80.0,80.0,3,2,0,0,1,0,0,0,0,0
0,520.0,520.0,4,3,0,0,1,0,0,0,0,0
1,60.0,50.0,3,1,0,0,0,0,1,0,0,0
1,106.0,86.0,3,2,1,0,0,0,0,0,0,0
1,5500.0,370.0,4,5,0,0,0,1,0,0,0,0
1,870.0,380.0,5,4,0,0,0,1,0,0,0,0
0,20.0,20.0,1,1,0,0,0,0,0,0,0,1
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,180.0,180.0,3,3,0,0,1,0,0,0,0,0
0,127.0,127.0,3,3,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,42.92,42.92,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,73.0,73.0,2,2,1,0,0,0,0,0,0,0
1,1385.0,346.0,10,5,0,0,0,0,1,0,0,0
1,200.0,150.0,5,1,0,0,0,0,0,1,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
1,5867.0,216.0,4,3,0,0,0,1,0,0,0,0
1,163.0,133.0,4,2,0,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,250.0,230.0,5,2,0,0,0,0,0,0,0,0
1,322.0,140.0,5,4,0,0,0,0,0,0,0,0
1,336.0,140.0,5,3,1,0,0,0,0,0,0,0
1,210.0,91.0,3,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
1,162.0,78.0,3,1,0,0,0,0,0,0,0,1
0,23.0,23.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,55.0,55.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
1,1175.0,190.0,4,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,244.0,184.0,5,3,1,0,0,0,0,0,0,0
0,51.0,51.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,205.0,70.0,4,1,0,0,0,0,0,0,0,0
1,289.0,150.0,4,2,0,0,0,0,1,0,0,0
0,130.0,130.0,3,3,0,0,1,0,0,0,0,0
1,6324.0,220.0,4,3,0,0,0,0,1,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,290.0,160.0,6,2,0,0,0,0,0,1,0,0
1,436.0,130.0,3,3,0,0,0,1,0,0,0,0
1,150.0,68.0,2,1,0,0,0,0,0,0,1,0
1,5280.0,477.0,5,3,0,0,0,0,1,0,0,0
0,28.0,28.0,1,1,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,1,0,0,0,0,0,0,0
1,720.0,250.0,4,4,0,0,0,1,0,0,0,0
0,97.0,97.0,1,1,1,0,0,0,0,0,0,0
0,595.0,595.0,3,5,0,0,0,1,0,0,0,0
1,500.0,108.0,4,2,0,0,0,0,1,0,0,0
1,280.0,187.0,5,4,0,0,1,0,0,0,0,0
0,120.0,120.0,4,3,0,0,1,0,0,0,0,0
0,78.0,78.0,3,2,0,0,1,0,0,0,0,0
1,240.0,200.0,5,2,0,0,0,0,0,0,0,1
0,89.0,89.0,3,2,1,0,0,0,0,0,0,0
1,100.0,222.0,5,2,0,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
1,1350.0,242.0,5,3,1,0,0,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
1,170.0,180.0,4,2,0,0,0,0,0,0,0,1
1,580.0,200.0,4,2,0,0,1,0,0,0,0,0
0,44.0,44.0,2,1,0,0,0,0,0,0,0,0
0,138.0,138.0,4,3,0,0,1,0,0,0,0,0
0,75.0,75.0,3,2,0,0,0,0,0,0,0,0
0,94.86,94.86,1,2,0,0,1,0,0,0,0,0
1,303.0,143.0,4,3,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,0,1,0,0,0,0
0,44.0,44.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,130.0,120.0,4,3,0,0,0,0,0,0,1,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,140.0,120.0,4,2,0,0,0,0,0,0,0,1
0,64.0,64.0,3,3,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,1,0,0
1,182.0,67.0,3,2,0,0,0,0,0,0,1,0
1,494.0,182.0,5,4,0,0,0,1,0,0,0,0
1,248.0,164.0,5,3,0,0,1,0,0,0,0,0
0,64.0,64.0,1,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,2,1,0,0,0,0,0,0,0,1
1,117.0,54.0,3,1,0,0,0,0,0,1,0,0
1,523.0,285.0,5,4,1,0,0,0,0,0,0,0
0,71.15,71.15,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,3,3,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
1,180.0,147.0,4,4,0,0,0,0,0,0,1,0
1,250.0,112.0,3,2,1,0,0,0,0,0,0,0
1,220.0,91.0,3,1,0,0,0,0,0,0,1,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,100.0,70.0,3,2,0,0,0,0,0,0,0,1
0,741.0,741.0,3,5,0,0,0,1,0,0,0,0
1,2487.0,390.0,7,5,1,0,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
1,103.0,51.0,3,1,0,0,0,0,1,0,0,0
0,46.0,46.0,2,2,0,0,0,0,0,0,0,0
0,332.27,332.27,3,3,0,0,1,0,0,0,0,0
1,1000.0,225.0,4,4,0,0,0,1,0,0,0,0
1,290.0,180.0,3,2,0,0,1,0,0,0,0,0
0,102.0,102.0,2,2,0,0,1,0,0,0,0,0
1,264.0,125.0,4,3,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,1,0,0,0,0,0
0,92.0,92.0,2,2,1,0,0,0,0,0,0,0
0,65.0,65.0,3,2,0,0,0,0,0,0,0,0
0,70.0,70.0,2,1,0,0,0,0,0,0,0,1
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
0,64.0,64.0,3,3,0,0,0,1,0,0,0,0
1,210.0,90.0,3,1,0,0,0,0,0,0,1,0
1,600.0,240.0,5,4,1,0,0,0,0,0,0,0
1,2200.0,720.0,6,7,0,0,0,1,0,0,0,0
0,76.0,76.0,3,2,0,1,0,0,0,0,0,0
1,200.0,70.0,3,1,0,0,0,0,0,0,0,0
1,233.0,152.0,4,3,0,0,1,0,0,0,0,0
1,300.0,68.0,3,1,0,0,0,0,1,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,1,0,0
1,228.0,60.0,3,1,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,1,0
1,500.0,100.0,2,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,27.0,27.0,1,1,0,1,0,0,0,0,0,0
0,35.0,35.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,4,0,0,1,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,1,0
0,52.0,52.0,2,2,0,0,0,0,0,0,0,0
1,185.0,83.0,3,2,0,0,0,0,1,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,135.0,135.0,3,2,0,0,1,0,0,0,0,0
1,250.0,88.0,3,1,0,0,1,0,0,0,0,0
1,202.0,200.0,7,3,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,1,0,0,0,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,1,1,0,0,0,0,0,1,0,0
0,42.0,42.0,1,1,0,0,1,0,0,0,0,0
0,64.0,64.0,2,1,0,1,0,0,0,0,0,0
0,64.0,64.0,3,2,0,0,0,0,0,0,0,0
0,86.34,86.34,1,1,0,0,1,0,0,0,0,0
1,240.0,160.0,4,4,0,0,0,1,0,0,0,0
0,64.0,64.0,1,1,0,0,1,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
1,8000.0,200.0,4,3,0,0,0,0,1,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,1,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
1,64.0,62.0,3,1,1,0,0,0,0,0,0,0
1,264.0,125.0,4,3,0,0,1,0,0,0,0,0
1,200.0,110.0,3,3,0,0,0,0,0,0,1,0
0,80.0,80.0,3,1,0,1,0,0,0,0,0,0
0,49.0,49.0,2,1,0,0,0,0,0,0,0,0
0,64.0,64.0,3,1,0,0,0,0,0,0,0,0
1,2514.0,330.0,5,4,0,0,0,1,0,0,0,0
0,64.0,64.0,2,2,0,0,0,0,0,0,0,0
0,64.0,64.0,2,2,1,0,0,0,0,0,0,0
0,100.0,100.0,3,2,0,0,1,0,0,0,0,0
0,91.3,91.3,3,2,0,0,0,1,0,0,0,0
0,48.0,48.0,3,1,0,0,0,0,0,1,0,0
1,857.0,163.0,4,2,1,0,0,0,0,0,0,0
0,40.0,40.0,1,1,0,0,0,0,0,0,0,0
0,115.0,115.0,2,2,0,0,1,0,0,0,0,0
0,45.0,45.0,2,1,0,0,0,0,0,0,0,1
1,180.0,130.0,4,3,0,0,0,0,0,0,1,0
0,59.0,59.0,2,2,0,0,0,0,0,0,1,0
0,49.47,49.47,2,1,0,0,0,0,0,0,0,1
1,400.0,118.0,3,3,0,0,0,1,0,0,0,0
0,87.18,87.18,2,2,0,0,0,1,0,0,0,0
0,180.0,180.0,4,2,0,0,0,1,0,0,0,0
0,40.0,40.0,2,2,0,0,0,0,0,0,0,1
0,55.0,55.0,2,1,0,0,0,0,0,0,0,1
1,90.0,90.0,3,2,1,0,0,0,0,0,0,0
0,45.0,45.0,2,1,0,0,0,0,0,0,0,1
